Időszak;Nyereség;4IG;2002,0000
4IG;2000,0000
4IG;2000,0000
4IG;2032,0000
4IG;2040,0000
4IG;2040,0000
4IG;2039,0000
4IG;2000,0000
4IG;2000,0000
4IG;1950,0000
4IG;2031,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;2030,0000
4IG;2030,0000
4IG;2030,0000
4IG;2000,0000
4IG;2000,0000
4IG;2050,0000
4IG;2050,0000
4IG;2050,0000
4IG;1952,0000
4IG;1952,0000
4IG;1952,0000
4IG;1952,0000
4IG;1952,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;1995,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;1990,0000
4IG;1990,0000
4IG;1990,0000
4IG;1990,0000
4IG;1900,0000
4IG;1900,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2039,0000
4IG;2039,0000
4IG;2039,0000
4IG;2039,0000
4IG;2039,0000
4IG;2039,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;2000,0000
4IG;1990,0000
4IG;2048,0000
4IG;2049,0000
4IG;2029,0000
4IG;2029,0000
4IG;2029,0000
4IG;2029,0000
4IG;2029,0000
4IG;2000,0000
4IG;2000,0000
4IG;1980,0000
4IG;1906,0000
4IG;1905,0000
4IG;1905,0000
4IG;1905,0000
4IG;1905,0000
4IG;2000,0000
4IG;1900,0000
4IG;1915,0000
4IG;1915,0000
4IG;2100,0000
4IG;2199,0000
4IG;2199,0000
4IG;2200,0000
4IG;2220,0000
4IG;2250,0000
4IG;2299,0000
4IG;2300,0000
4IG;2299,0000
4IG;2300,0000
4IG;2350,0000
4IG;2395,0000
4IG;2350,0000
4IG;2350,0000
4IG;2350,0000
4IG;2395,0000
4IG;2400,0000
4IG;2445,0000
4IG;2400,0000
4IG;2489,0000
4IG;2482,0000
4IG;2490,0000
4IG;2500,0000
4IG;2700,0000
4IG;2800,0000
4IG;2800,0000
4IG;2900,0000
4IG;2900,0000
4IG;2800,0000
4IG;2814,0000
4IG;2814,0000
4IG;2810,0000
4IG;2800,0000
4IG;2800,0000
4IG;2775,0000
4IG;2840,0000
4IG;2700,0000
4IG;2830,0000
4IG;2830,0000
4IG;2710,0000
4IG;2710,0000
4IG;2800,0000
4IG;2800,0000
4IG;2900,0000
4IG;2615,0000
4IG;2655,0000
4IG;2680,0000
4IG;2660,0000
4IG;2740,0000
4IG;2700,0000
4IG;2700,0000
4IG;2748,0000
4IG;2650,0000
4IG;2602,0000
4IG;2622,0000
4IG;2750,0000
4IG;2740,0000
4IG;2650,0000
4IG;2695,0000
4IG;2700,0000
4IG;2660,0000
4IG;2673,0000
4IG;2686,0000
4IG;2700,0000
4IG;2700,0000
4IG;2700,0000
4IG;2770,0000
4IG;2770,0000
4IG;2700,0000
4IG;2766,0000
4IG;2760,0000
4IG;2759,0000
4IG;2750,0000
4IG;2750,0000
4IG;2650,0000
4IG;2670,0000
4IG;2699,0000
4IG;2699,0000
4IG;2699,0000
4IG;2451,0000
4IG;2694,0000
4IG;2610,0000
4IG;2670,0000
4IG;2670,0000
4IG;2699,0000
4IG;2699,0000
4IG;2600,0000
4IG;2600,0000
4IG;2698,0000
4IG;2600,0000
4IG;2610,0000
4IG;2600,0000
4IG;2670,0000
4IG;2670,0000
4IG;2675,0000
4IG;2700,0000
4IG;2700,0000
4IG;2670,0000
4IG;2680,0000
4IG;2600,0000
4IG;2600,0000
4IG;2600,0000
4IG;2600,0000
4IG;2600,0000
4IG;2510,0000
4IG;2700,0000
4IG;2600,0000
4IG;2600,0000
4IG;2699,0000
4IG;2649,0000
4IG;2650,0000
4IG;2649,0000
4IG;2700,0000
4IG;2506,0000
4IG;2650,0000
4IG;2650,0000
4IG;2649,0000
4IG;2515,0000
4IG;2650,0000
4IG;2650,0000
ALTEO;4500,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4700,0000
ALTEO;4690,0000
ALTEO;4690,0000
ALTEO;4690,0000
ALTEO;4690,0000
ALTEO;4690,0000
ALTEO;4690,0000
ALTEO;4690,0000
ALTEO;4500,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4800,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;4900,0000
ALTEO;5200,0000
ALTEO;5000,0000
